,NumPy
10,0.04852771759033203
20,0.06981778144836426
30,0.10867667198181152
40,0.16282200813293457
50,0.23322486877441406
60,0.31888294219970703
70,0.4253072738647461
80,0.5431602001190186
90,0.6865682601928711
100,0.8381428718566895
