,MPI MCstep: 4 core
100,0.23684096336364746
200,0.45934271812438965
300,0.6901538372039795
400,0.9181818962097168
500,1.1470348834991455
600,1.3747997283935547
700,1.616055965423584
800,1.8448498249053955
900,2.068580150604248
1000,2.3061718940734863
