,Cython MPI: 2 core
50,0.08476996421813965
100,0.18947815895080566
150,0.41457080841064453
200,0.7281081676483154
250,1.1365220546722412
300,1.6427440643310547
350,2.2253730297088623
400,2.91280198097229
450,3.809875011444092
500,4.605751037597656
