,NumPy
100,0.1203923225402832
200,0.23334479331970215
300,0.34645509719848633
400,0.46224498748779297
500,0.5789530277252197
600,0.6942958831787109
700,0.8050909042358398
800,0.9227769374847412
900,1.0390326976776123
1000,1.1544439792633057
