,Numba MPI: 1 core
10,0.08893013000488281
20,0.07836413383483887
30,0.16697168350219727
40,0.2872047424316406
50,0.4484100341796875
60,0.6374509334564209
70,0.8523159027099609
80,1.151949167251587
90,1.4536290168762207
100,1.794774055480957
