,Numba MPI: 1 core
100,0.21837902069091797
200,0.43447399139404297
300,0.6532719135284424
400,0.8693819046020508
500,1.086111068725586
600,1.3017520904541016
700,1.5557539463043213
800,1.7791261672973633
900,2.007633924484253
1000,2.2222506999969482
