,NumPy
100,0.1130685806274414
200,0.2249898910522461
300,0.33539581298828125
400,0.4480907917022705
500,0.5705149173736572
600,0.6873660087585449
700,0.8043551445007324
800,0.915837287902832
900,1.0263700485229492
1000,1.1224980354309082
