,MPI: 8 core
10,0.03994297981262207
20,0.13655591011047363
30,0.2865619659423828
40,0.5253298282623291
50,0.8339638710021973
60,1.2069108486175537
70,1.6809179782867432
80,2.0638270378112793
90,2.686086893081665
100,3.4020488262176514
