,MPI: 1 core
10,0.04376506805419922
20,0.1672801971435547
30,0.3785879611968994
40,0.6811809539794922
50,1.0539700984954834
60,1.532454013824463
70,2.0724620819091797
80,2.7320470809936523
90,3.4352638721466064
100,4.254621982574463
