,MPI MCstep: 4 core
100,0.23757696151733398
200,0.47537899017333984
300,0.7128162384033203
400,0.9481630325317383
500,1.1923449039459229
600,1.43031907081604
700,1.6648640632629395
800,1.900177240371704
900,2.1539762020111084
1000,2.453922986984253
