,MPI: 4 core
10,0.03486895561218262
20,0.10216403007507324
30,0.2470088005065918
40,0.4377400875091553
50,0.6648261547088623
60,0.9493048191070557
70,1.278562068939209
80,1.7489609718322754
90,2.1720690727233887
100,2.6984639167785645
