,MPI: 2 core
10,0.031497955322265625
20,0.12258601188659668
30,0.28542399406433105
40,0.49337124824523926
50,0.768035888671875
60,1.1352009773254395
70,1.531722068786621
80,2.0050952434539795
90,2.5194172859191895
100,3.079803943634033
