,MPI MCstep: 8 core
100,0.27909231185913086
200,0.5432949066162109
300,0.8218350410461426
400,1.1002109050750732
500,1.370361089706421
600,1.6495518684387207
700,1.9317288398742676
800,2.1597301959991455
900,2.553434133529663
1000,2.7382588386535645
