,MPI MCstep: 4 core
10,0.014838933944702148
20,0.047396183013916016
30,0.10490298271179199
40,0.18491482734680176
50,0.29062604904174805
60,0.4155731201171875
70,0.564831018447876
80,0.7367091178894043
90,0.9303028583526611
100,1.172104835510254
