,MPI MCstep: 8 core
10,0.020251750946044922
20,0.056627750396728516
30,0.1149592399597168
40,0.1921679973602295
50,0.26091861724853516
60,0.3179001808166504
70,0.4144740104675293
80,0.5744452476501465
90,0.6869869232177734
100,0.8141307830810547
